,content,L,G,B,T,O,NR
908,"Estos maricas le echan mix de michelada a sus cervezas. Bueno, comprando pura cerveza culera, ha de ser normal.",0,1,0,0,0,0
909,"@BullyingFutbol listo , entonces te envio donde sea maricon.",0,1,0,0,0,0
910,@angel_smhoax @danylacaja Si putito,0,1,0,0,0,0
911,Toño es joto,0,1,0,0,0,0
912,"""Dejen de tuitear sobre el partido, ya empezó Gaim Of trons""

- Un pendejo mariquita.",0,1,0,0,0,0
913,Maricas url,0,1,0,0,0,0
914,@SussiZambar no sea joto 😒,0,1,0,0,0,0
915,"@AlmaDeliaMC PERO luego tienes un grupo de gente bisexual que criaron enseñando a negar una parte de su sexualidad. PERO SABEN que ahí está, y se la pasan preguntando ""si yo me enseñé a que no me gusten los hombres.. por que chingados este homosexual no puede hacer lo mismo?""",0,1,1,0,0,0
916,@ESTiosBuenos @HoIaSoyGermam eres un corriente homosexual de closet siquiera reconócelo a nadie le importa,0,1,0,0,0,0
917,"@ABCNoticiasMX Tengo amigos Gays y hasta ellos mismos reprueban andar besándose enfrente de la gente ,dicen que si piden respeto deben de dar respeto ,y no los veo quejandose por eso,",0,1,0,0,0,0
918,"Me quise ligar a una chava ayer y no me pelo, le pregunte si era lesbiana y me dio una cachetada #LaCulpaesdeGaby @gabyplatas",1,0,0,0,0,0
919,@AmairaniOrtega No los bebés son una bendición y tienen derecho a vivir cierra tus piernas lesbiana solo profanas el odio a dios te vas a ir al infierno satanas es tu pastor que culpa tiene ese angelito de tu calentura te hubiera gustado que te abortaran? Maldita estupida sologenerasodio muerete,1,0,0,0,0,0
920,@juanjosec @GustavoMoralesL Los homosexuales no pueden tener hijos y en todo caso se los comen crudos.,0,1,0,0,0,0
921,@RicardoPD21 Eres marica,0,1,0,0,0,0
922,9 puñales viéndose fijamente. url,0,1,0,0,0,0
923,"Neologismos.
Maricomio : psiquiátrico para locas, maricas y gays.
Apapuchar: Acción de consentir al pubis.
Sopervisor: supervisor torpe.
@lacornetafm @jrsestaca @EVIDEGARAY #nuevoneologismodehoy",0,1,0,0,1,0
924,Pinches jotos que todo quieren hacer gay ya dejen de forzarla con todo y sigan con sus (miserables) vidas url,0,1,0,0,0,0
925,"@SoyReferee ¿SÓBENSE? 42 millones incluidos cientos de miles de niños no solo batean a los americanistas, hasta jotos les dicen. o no Ochoa?",0,1,0,0,0,0
926,"@LorenzoOkie @MoguelMayra @thinascua @ssamtaoying @sophie_sant @torosytoritos54 @AlfredoJalifeR_ @julioastillero @orazioaguirre @beto__34 @SalvadorDelRi17 @AkireLincho Esos OGTS prianistas nunca lo iban url hicieron ese jugoso negocio
trans sexenal url malo es igual que el huachicol url url
y son miles de millones de pesos ya que nunca rindieron url
son pocos los que estaban en ese url",0,0,0,1,1,0
927,Puto el que no haya ido bien xani al estadio.,0,1,0,0,0,0
928,Siempre que alguien dice pansexual me imagino una dona toda cachonda jajaja 🍩🍆,0,0,0,0,1,0
929,@RenaSuspendido @PonchoGutz Ya no contesto el jotito,0,1,0,0,0,0
930,Fin de los  primeros 45 minutos expulsan al chaco como siempre de maricones los del América y mas el puto mayor paul aguilar que raro o ono?,0,1,0,0,0,0
931,"Mis ""juegos del hambre""  fue MATRIX!! ,  putos milenials jotos 😉",0,1,0,0,0,0
932,"Renuncia funcionario del Infonavit tras escándalo del Porsche que regaló a su hijo, al parecer no aguantó la carrilla #marica",0,1,0,0,0,0
933,"Quien es más maricon, el que acuso o el que no pude hacerle frente a sus peleas y utiliza a otros para esos fines? url",0,1,0,0,0,0
934,@laaficion @miseleccionmx ¡AL MENOS NO VIMOS UN FESTEJO MUY GAY!,0,1,0,0,0,0
935,"Me cagan la gente que preguntan""¿Pica la salsa?"" Tu échale joto, si no ponle mermelada a tu taco, pinche princeso.",0,1,0,0,0,0
936,"Me llamó “muñequito”... pinche joto, ya ni mis tías.",0,1,0,0,0,0
937,De que me sirve tener amigos gays si no me sirven para consejos de moda 🙄 @betunatun_ @dada_88 #badgayfriends,0,1,0,0,0,0
938,"@TenochHuerta @versionextend Y lo merecen, o solo es darle un premio a alguien por ser ""gay, Moreno o Negro, madre soltera o con alguna discapacidad""? 🤔",0,1,0,0,1,0
939,@CxavezE @altazor08 Se acalambra el putito 🤷🏽‍♂️🤷🏽‍♂️🤷🏽‍♂️,0,1,0,0,0,0
940,Sigues siendo el mismo marica de siempre,0,1,0,0,0,0
941,"@Hirjira Seh. Es que me súper entendieron mal. Yo hablaba de la ciencia. 

Esta. En particular: url

Pero estas mujeres se agarraron del ESE OPHELIO ES UN HOMBRE MISÓGINO. Y pos ya. Fue chistoso el como lo interpretaron.",0,0,0,0,1,0
942,@Tavaresmaxima los de las chivas son jotos ponga molotov la de puto para todos los chivas,0,1,0,0,0,0
943,"@prettyinpunk27 entonces sí, no seas mariquita.  #YOLO",0,1,0,0,0,0
944,"@ChumelTorres Un gay de closet, un travesti y un viejo ridículo que hablan porque tienen boca.",0,1,0,1,0,0
945,Te tengo a un lado y no te lo digo por marica jajaja /:,0,1,0,0,0,0
946,A los únicos que yo voy a respetar su decisión y decir que es no binario son a los hermafroditas o sea en todo el mundo es menos del 1% el cual al día de hoy no he visto a ninguno confundido pidiendo que les reconozcan como no binario jaja,0,0,0,0,1,0
947,@El_Produ @loculobo @Chivas yo no apuesto con jotos no pagan,0,1,0,0,0,0
948,Para conocimiento de pendejos y pendejos El facebook es para homosexuales inexistentes tienen algo que decirme putongo o putonga ven para que te despedaze la madre o hombre no un pendejo sin abstinencia animal genética no guardó silencio me molesto el comentario ven trapa o trapo,0,1,0,1,0,0
949,Un putito así url,0,1,0,0,0,0
950,"Me retracto.
Suena marica pero no está mal este material de #InFlames. url",0,1,0,0,0,0
951,"Son unos abusivos, pero con los delincuentes se portan como mariquitas. url",0,1,0,0,0,0
952,"@barbarasanz7 @ijcasas Grandísimo patan, corriente y maricon",0,1,0,0,0,0
953,"Que maricas son, usando sueteres y chamarras, aprovechen este frío, que calor sobra..",0,1,0,0,0,0
954,JAJAJAJAJAJAJA MARICA DE MMMMMM url,0,1,0,0,0,0
955,@A_Yuls  haha los maricones ya no jugaron XD,0,1,0,0,0,0
956,"@CiroGomezL @lopezobrador_ Vean como el presidente electo por 30 millones de ilusionados con un supuesto cambio, no cumple nada de lo que ofrece. Aunque se trate de casos de vida o muerte. Ahora después del niño ahogado @lopezobrador_ reacciona, no por apoyarlo, sino por intentar no ser impopular. Maricon.",0,1,0,0,0,0
957,@lalogc4 esa foto de portada que ?? Jajajajajj che transformer feo eww,0,0,0,1,0,0
958,@alf_avila_ @jrisco @penileyramirez De mi parte avila chingas a tu puta madre me gustas para puton y ojete,0,1,0,0,0,0
959,@_MichelleSamano El niño parece doña cincuentona lesbiana del sur.,1,0,0,0,0,0
960,"Ya no le puedes decir negro a un negro. 

Con el debido respeto y porque me caen a toda madre los homosexuales o putos cómo les llamamos.

Los negros de hoy en día son más putos que los putos.

Chinguen a su madre!!!",0,1,0,0,0,0
961,Oye @NastyBadHombre7 ya deja de mandarme tus fotos al DM maldito  homosexual ya te dije que no soy gay ! Deja de molestar 😤 url,0,1,0,0,0,0
962,@serchiracheta que maricon,0,1,0,0,0,0
963,@Reporte_Indigo pinche joto mejor me la hubieras mentado jajajaja,0,1,0,0,0,0
964,Típico que van a jugar gotcha y se cubren como con 10 chalecos de kevlar los muy homosexuales.,0,1,0,0,0,0
965,"A donde vas a estas horas, hijo? —Al table mamá. —¡A mi no me haces pendeja! ¡VAS AL CONCIERTO DE JUSTIN BIEBER, MARICÓN!",0,1,0,0,0,0
966,El trompudo infeliz Tromp. a todos los Mexicanos nos tiene😠 enfadado pues que le debemos a este pendejo racista ocicon y pendejo idiota joto,0,1,0,0,0,0
967,Hay mujeres que parecen travestis 😧🤭 #SorryNotSorry,0,0,0,1,0,0
968,@GloriaTrevi @EmilyCMtrevi perros ladren gloria  es gloria puntitos jotos,0,1,0,0,0,0
969,"@SimonJCCor Pobrecito..
No se le cayeron los lentes al mariquita. ?",0,1,0,0,0,0
970,Como cuando te maquillas un chingo para dejar de verte como una mujer fea y entonces te ves como un travesti feo. url,0,0,0,1,0,0
971,@AleRayado Ya vas a empezar marica.,0,1,0,0,0,0
972,Neta me tuve que hacer un spoiler pa que todo resultara súper gay 🙄,0,1,0,0,0,0
973,"Jotos, respétense tantito. No jodan. url",0,1,0,0,0,0
974,@FulanitOArteaga o sea que es un wey qué le gusta recibir y que no es obvio o afeminado. Qué eso no lo sabes tú maricón?,0,1,0,0,0,0
975,Mr. Puñetas mariquita sin calzones (o #LordAudi)  agrede a ciclista y se hace el valiente contra policía. url,0,1,0,0,0,0
976,@VishaVilla @Choco29Play es bien joto bro :V,0,1,0,0,0,0
977,Si algo me castra el wuevo son los maricas con complejo de Paris Hilton (osea el 90% de los homosexuales).,0,1,0,0,0,0
978,"Rápido.. ¿CUÁLES ERAN ESAS RESPUESTAS?

Also ""pitonisa"" es un excelente nombr alburero para una mujer trans. url",0,0,0,1,0,0
979,@CartonCalderon @Garcimonero es url la dimos por cierta todos url pues de ese nivel esta la trans de cuarta,0,0,0,1,0,0
980,"@GlodeJo07 Puro pinché chairos y chairas huevonas que se pongan a chingarle y dejen de estar de mariquitas 
Por eso estamos como estamos por esta gente que no sirve para nada
A chingarle a trabajar y estudiar
Bola de bale madres como él gobierno chairo que tenemos encabezado por López 🤬💪",0,1,0,0,0,0
981,Vergas con el Gay que me acaba de hablar?,0,1,0,0,0,0
982,"La verdad Ricky es el mejor amigo hombre que todos deberían tener, yo lo quiero mucho. (Que bueno que no tiene Twitter porque luego me da un putazo por joto) ♥️",0,1,0,0,0,0
983,"@jwanpi @SanCadilla @BocaJrsOficial Me hace falta beber contigo. Hoy coincido mucho, la neta sí es de maricas.",0,1,0,0,0,0
984,"Jajaja ... espero que tú también aguantes y te rías cuando los epítetos lanzados a las mujeres  por el simple hecho de serlo te toquen a ti: “maricón”, “mal cogido”, “histérico”, “menopáusico”, “visceral”, “ninguna verga te acomoda”, “pinche viejo”, “estridente”, “brujo” y más. url",0,1,0,0,0,0
985,"A moco tendido con la peli de ""Votos de amor"" 😭
Así o más marica? 🙄",0,1,0,0,0,0
986,"Nombres de Puñal:
Leonardo 
Emmanuel 
Sergio
Omar
Saúl
Eric
Eduardo
Rodrigo
Jorge

Ese es todo el tuit gracias por su atención",0,1,0,0,0,0
987,Anoche no me desmaquille y hoy paresco travesti,0,0,0,1,0,0
988,"Si no traes un peinado de Gokú, entonces no eres lesbiana",1,0,0,0,0,0
989,Turbo hiper duper recontra marica url,0,1,0,0,0,0
990,Nada más peligroso que un joto con Autoestima demasiado alto!,0,1,0,0,0,0
991,@Orfeumm No sea joto,0,1,0,0,0,0
992,"@soymaestramiel Me escriben vieja gacha indios pata rajadas y lesbiana vieja loca, comes pollito muerta de hambre en Youtube",1,0,0,0,0,0
993,"Si se dan cuenta que le están subiendo el ego a un joto tapado, VERDAD?",0,1,0,0,0,0
994,@BarbaraDurango @amelia_waldorf Desafortunadamente la mayoría de las personas proyectamos nuestros traumas y carencias en alguien más y eso no está para nada cool y súmale que los gay tienen complejo de Regina George. 🤷🏽‍♀️,0,1,0,0,0,0
995,"Pinches lenchas descaradas besándose en la vía pública.
😡

Me pusieron cachondo.
😳",1,0,0,0,0,0
996,Tantos tatuajes y yo taaaaan pobre y marica al dolor 😖,0,1,0,0,1,0
997,Si son bien jotos!!!!,0,1,0,0,0,0
998,@Johnnyvgarcia @bobbypulido425 @La_Gr0sera el @PezdelReal tiene como 1 semana sin url debe andar pedo! Pinche tigre Joto!,0,1,0,0,0,0
999,@DanielPolina21 marica,0,1,0,0,0,0
1000,@BisouCaramel_ @PonchoGutz Alv López se ve muy afeminado en esa foto :v,0,1,0,0,0,0
1001,Nunca había usado un pantalón tan homosexual,0,1,0,0,0,0
1002,A Ruben se le va a quitar lo mentiroso cuando se le quite lo homosexual o sea n-u-n-c-a,0,1,0,0,0,0
1003,Que trapeada le dieron a la mojarra lesbiana 😂 url,1,0,0,0,0,0
1004,@Cesarhopa Princeso?? jajaja que marica,0,1,0,0,0,0
1005,@VILLALVAZO13 @reforma_222 Ahhhhh pero sus homosexuales pregonando su “Love” por todo el mundo. Son iguales de locos que todos. O hasta peores.,0,1,0,0,0,0
1006,"@J_ALMEYDA10 @AlvaritoMorales Te va bloquear,  no creo con esos comentarios tan maricones.",0,1,0,0,0,0
1007,"Entonces,  chinguen a su madre.  @MalditaLesbiana-s les iba a contestar su 21 putas locas, pero no quisieron",1,0,0,0,0,0
1008,"@EzeTowers @_Anagantios_ Yo también, literal tiene lo peor de los dos lados de los jotos las tóxicas quesque de masculinas que no mandan cara y las jotillas liosas, y lo peor ni cogen jajaja",0,1,0,0,0,0
1009,@samuel_garcias Vete al CARAJO!!!! PINCHE MANDIBULÍN machorro joto.,0,1,0,0,0,0
1010,"Nodal es la lesbiana intensa de la relación.

Siono.

@elnodal @belindapop url",1,0,0,0,0,0
1011,Donde estan los maricas?,0,1,0,0,0,0
1012,#StealMyGirl  Me enamoro aún mas de ellos &lt;3 es la canción perfecta hermosa &lt;3 puto el que diga que no :33,0,1,0,0,0,0
1013,Aveces me cagan lo jotos nms,0,1,0,0,0,0
1014,Siempre respeto a mi papá porque él es americanista. Los demás son jotos.,0,1,0,0,0,0
1015,"Hay que promover una ley contra la propaganda homosexual, que condene la difusión de cualquier tipo de promoción de la homosexualidad dirigida a menores de edad con multas y penas de cárcel. url",0,1,0,0,0,0
1016,"@PacoDelMazo Literal Paquito, me cago! Me harto la jota!",0,1,0,0,0,0
1017,Harto de los Gays De mi y de todo 😒,0,1,0,0,0,0
1018,@ESCORPIONGOLDEN Otro pendejo con máscara? Si contigo tenemos jotito,0,1,0,0,0,0
1019,"@Caarloosgzz Quibole puto, eee peda el fin sbs tqm bye",0,1,0,0,0,0
1020,"3 de cada 10 hombres son gays, 4 de los 7 restantes son mayates y los 3 últimos se les podría llamar hombres. 
Que le esta pasando al mundo?",0,1,0,0,0,0
1021,@Enfranjados_DC @RayValenciaT Y los supuestos audios que tenía. La agresión a los aficionados. Es todo un maricon ese Pepillo Hanan,0,1,0,0,0,0
1022,@TV_JOTAS Es que no se podía parar a reclamarle jaja url,0,1,0,0,1,0
1023,Porqué será. url de maricones. ...😠😬 url,0,1,0,0,0,0
1024,@elfinisho puro tweet maricas que te avientas jajaja saludos wey!,0,1,0,0,0,0
1025,Los maricos que se sienten orgullosos de ser heteronormados y que desprecian a los afeminados son de la misma calaña que los negros que no salen con negros más oscuros porque los creen inferiores.,0,1,0,0,0,0
1026,@LVidegaray Puto-Maricón @EPN @rgilzuarth @ildefonsogv Idiotas y corruptos todos @SEDENAmx Para que lo tienen de pie url,0,1,0,0,0,0
1027,@i_MarilynMonroe lo que pasa es que marimacha. Porque él otro se hizo joto,1,1,0,0,0,0
1028,Veo un Madrid como el de costumbre: Puerco y maricón.,0,1,0,0,0,0
1029,@eyvindlips jajaja pronto te superare puñal!!!,0,1,0,0,0,0
1030,@DDDoubleTrouble ¿Cuando van a subir vídeo? par de maricones 😇,0,1,0,0,0,0
1031,@Gerard_Zarate Quien va a querer ser una loca amanerada?,0,1,0,0,1,0
1032,¿Cómo qué hay mujeres trans lesbianas? ¿Para que se hizo trans si va a ser lesbiana? No tiene lógica.,1,0,0,1,0,0
1033,@pereaoficial jajajaja url puto,0,1,0,0,0,0
1034,"Estaba viendo el vídeo de como se encontraron Edson y Sánchez y en los comentarios un aficionado comento que falta uno nuestro mismísimo Haret, no falto el wilo maricon que dice que es un tronco y malísimo 😂🤣
#DiablosTwitteros url",0,1,0,0,0,0
1035,"""@AlmaCulera: Los hombres dicen ""sólo fue sexo"" para no verse tan maricas.

Las mujeres dicen ""fue por amor"" para no verse tan putas.""",0,1,0,0,0,0
1036,"@eddy_tigre22 @VladimirGarciaG @Tamedamus @FJG_TD Acá hay uno del 2021, de hecho un twitter search “rayado maricon” y hay de todos los años url",0,1,0,0,0,0
1037,"RT @danitafashion: Cuando de adultos deciden ser transgénero, pues va. Pero los niños son el reflejo de nosotros. ¡No los contaminen! &lt; wat?",0,0,0,1,0,0
1038,"Que es más joto, escribir en fb tus cualidades como saber cocinar, ser fiel y buena pareja o subir una foto tuya volteando hacia otro lado?",0,1,0,0,0,0
1039,@ivnuevo @noser2226 Osea sí eres marica?,0,1,0,0,0,0
1040,"Es de jotitas muy corrientitas hablar y cortar palabras como ""obvi"" ""celu"" ""bendis"" o decir como locas palabras en inglés en una conversacion españurl Y si a eso le aunamos el tonito caguengue tipo mía colucci en versión url peor",1,1,0,0,0,0
1041,Los jugadores de @clubleonfc son re maricas los HDSPM,0,1,0,0,0,0
1042,@niriams Ahora resulta ke ser lesbiana es un orgullo 😂😂😂😂😂 no mamen. Ke la lleven a un  exorcismo.,1,0,0,0,0,0
1043,"@edith_gdI jajaja no sufras. No pasa nada, el punto es una prenda. Hay chicas que les encanta travestirse de hombres (se llaman lesbianas)",1,0,0,1,0,0
1044,Ahora todos piensan que soy lencha 😟😟,1,0,0,0,0,0
1045,"—Le aplicaremos una prueba de alcoholímetro, ¿Ha bebido hoy?
—Una capuchino moca y un Nestea frío.
—Ok, la multa es de $2,800 por maricón.",0,1,0,0,0,0
1046,@OmarVV9 muy machito no? Tu que nunca has aceptado la apuesta del que.. y la mecánica para pagarla la pones tu y ni así ? Inche marica,0,1,0,0,0,0
1047,"@tadavtu yo no,abrete maldito gay",0,1,0,0,0,0
1048,@NiurkaMarcosTv Creo que usted viene de una relación gay o lésbica verdad o es extraterrestre pero  confunda el amor como usted dice con una cogida. Los hijos sagrados y usted no tiene carácter social ni etico ni moral solo es su vana expresión queda shows. Por 1ra vez contigo  @_PonchoDeNigris,1,1,0,0,0,0
1049,"De quién es al fundillo?
Ya sal del closet puñal frustrado, no pasa nada y al contrario igual por fin puedes ser feliz en tu lamentable vida.
Te lo escribió un heterosexual 100%.
Lamentable tus comentarios homofóbicos. url",0,1,0,0,0,0
1050,Chillo como mariquita :(  #TheWalkingDead #twdseason8  #Twd url,0,1,0,0,0,0
1051,@Aliss_one si. Es una costumbre social que no vivimos. Aunque he conocido a chicas trans que cargan tampones para esconderse LOL. Ridículas.,0,0,0,1,0,0
1052,"Por puto, por joto, porque así es Méurl lo sé. #Must por el maestro @fdelcollado url vía @mexicopuntocom",0,1,0,0,0,0
1053,"Alguien recuerda cuando salió Justin Bieber con su sencillo ""Baby"" y todos pensamos ""que bueno que le den la oportunidad a una lesbiana""???",1,0,0,0,0,0
1054,@leftkist @realAnthonyUSA Si fueras hombre te agarro a madrazos @realAnthonyUSA . Así que mejor te madreo a puras cachetadas. #puñal,0,1,0,0,0,0
1055,"@FNxFamilia gente ignorante que se considera inteligente.
Y el amigo bueno en una marcha equivocada es más mujer que un gay url",0,1,0,0,0,0
1056,@mrAndresPuentes por que salio libre el puto ??,0,1,0,0,0,0
1057,@neymarjr tiene que jugar en liga de Maricas!,0,1,0,0,0,0
1058,"Al final de la transmisión del Cazul-Ame por la App de @TD_Deportes ponen a @CarlosLoret a hablar mal del @lopezobrador_ , televisa eres una arrastrada, que hace el coyon en un programa de deportes? Por eso te quieren dejar sin dientes marica #RedAMLO #LoDiceElSultánDelNorte",0,1,0,0,0,0
1059,Enojarse con Sean Penn es de mujeres negras. Negras y lesbianas.,1,0,0,0,0,0
1060,Homosexuales de agarran a puñaladas? El chiste se cuenta sóurl url,0,1,0,0,0,0
1061,Che marica url,0,1,0,0,0,0
1062,"Digo, la idea no es satanizar ningún modo ser mujer. Ningún modo es más correcto. Solo me sorprende lo COMÚN que es la vieja trans sexuada. url",0,0,0,1,0,0
1063,@ElPulpomo @EVIDEGARAY @jrsestaca y le va a regalar un tradicional chorizouw a su hermano Marica,0,1,0,0,0,0
1064,"Es de jotitas muy corrientitas cortar las palabras como para verse ""nice"" o de plano son muy wuebonas para escribir y url 
Que hueva cuando hablan así de ""celu""""pelis""""bendi"" url",0,1,0,0,1,0
1065,Ando de mariquita oyendo música romáurl saben quien soy ahora ?,0,1,0,0,0,0
1066,@Erik__Ra No uso desodorante ni artículos homosexuales yo huelo a hombre,0,1,0,0,0,0
1067,@bta_Demian Un maricón bárbaro.,0,1,0,0,0,0
1068,"🔥HOY vista la Tienda @Gravitymty
➡Calle Matamoros 917, Barrio Antiguo #Monterrey
📱8117168513

#guadalajara #jalisco #cdmx #mexico #saltillo #Jockstraps  #underwear #swimwear #gym #gdl #mty #jal #short #bañadores #bikinis #thongs #brief #gay #tshirts #underwear #ropa #playeras url",0,0,0,0,1,0
1069,Es un homosexual reprimido y por eso está resentido con la vida url,0,1,0,0,0,0
1070,Ahora ya sé porque odio tanto a mi url Le va a América el mariquita este. 🙄,0,1,0,0,0,0
